Food_ID,Food_Name,claims_count
300,Pasta,1
307,Chicken,1
308,Soup,1
310,Rice,1
312,Fruits,1
315,Salad,1
317,Dairy,1
318,Pasta,1
319,Chicken,1
323,Dairy,1
324,Soup,1
325,Chicken,1
327,Dairy,1
329,Rice,1
330,Rice,1
331,Fish,1
332,Rice,1
334,Bread,1
338,Chicken,1
340,Fruits,1
342,Vegetables,1
349,Vegetables,1
352,Vegetables,1
355,Pasta,1
356,Fish,1
358,Fruits,1
359,Bread,1
364,Fish,1
365,Fruits,1
367,Vegetables,1
378,Soup,1
382,Salad,1
384,Fish,1
386,Salad,1
387,Rice,1
389,Vegetables,1
391,Bread,1
393,Bread,1
395,Vegetables,1
396,Dairy,1
397,Salad,1
399,Chicken,1
400,Rice,1
401,Soup,1
404,Salad,1
405,Bread,1
407,Chicken,1
408,Soup,1
412,Chicken,1
416,Soup,1
417,Soup,1
421,Dairy,1
424,Pasta,1
425,Chicken,1
426,Bread,1
433,Dairy,1
437,Chicken,1
441,Fruits,1
443,Chicken,1
447,Soup,1
448,Vegetables,1
453,Fish,1
456,Vegetables,1
458,Dairy,1
459,Rice,1
461,Pasta,1
462,Soup,1
464,Fish,1
467,Dairy,1
469,Vegetables,1
480,Pasta,1
481,Dairy,1
483,Vegetables,1
488,Fish,1
489,Fish,1
493,Fish,1
495,Pasta,1
498,Rice,1
499,Salad,1
500,Pasta,1
509,Dairy,1
510,Salad,1
512,Chicken,1
517,Dairy,1
518,Fruits,1
521,Vegetables,1
522,Rice,1
523,Salad,1
524,Soup,1
525,Soup,1
526,Rice,1
532,Bread,1
536,Rice,1
540,Soup,1
543,Fruits,1
545,Pasta,1
550,Rice,1
551,Chicken,1
553,Salad,1
555,Dairy,1
556,Fish,1
557,Vegetables,1
559,Salad,1
562,Dairy,1
563,Pasta,1
564,Fish,1
568,Fruits,1
570,Vegetables,1
571,Salad,1
573,Fish,1
577,Bread,1
580,Rice,1
582,Soup,1
585,Rice,1
586,Vegetables,1
590,Fruits,1
592,Rice,1
593,Soup,1
597,Dairy,1
598,Rice,1
601,Vegetables,1
603,Rice,1
608,Vegetables,1
610,Pasta,1
612,Vegetables,1
614,Salad,1
619,Pasta,1
625,Rice,1
627,Vegetables,1
629,Bread,1
634,Bread,1
635,Pasta,1
637,Chicken,1
639,Salad,1
641,Bread,1
643,Salad,1
644,Bread,1
647,Rice,1
648,Rice,1
650,Soup,1
651,Pasta,1
652,Fruits,1
654,Bread,1
655,Salad,1
660,Salad,1
662,Soup,1
664,Bread,1
665,Pasta,1
668,Salad,1
669,Vegetables,1
671,Salad,1
672,Bread,1
675,Soup,1
676,Soup,1
677,Dairy,1
680,Dairy,1
681,Bread,1
685,Rice,1
686,Salad,1
687,Pasta,1
689,Pasta,1
692,Bread,1
694,Bread,1
697,Chicken,1
699,Salad,1
701,Salad,1
703,Salad,1
708,Rice,1
713,Fish,1
714,Pasta,1
716,Dairy,1
717,Salad,1
720,Dairy,1
721,Vegetables,1
722,Soup,1
723,Pasta,1
725,Soup,1
727,Chicken,1
728,Dairy,1
731,Fruits,1
732,Soup,1
733,Pasta,1
734,Vegetables,1
735,Fish,1
738,Fruits,1
739,Chicken,1
741,Fish,1
746,Bread,1
747,Dairy,1
748,Soup,1
749,Salad,1
751,Chicken,1
755,Soup,1
756,Bread,1
757,Dairy,1
763,Fish,1
764,Vegetables,1
766,Chicken,1
767,Salad,1
769,Chicken,1
775,Pasta,1
777,Fruits,1
784,Bread,1
787,Fish,1
788,Fish,1
790,Chicken,1
792,Chicken,1
794,Fruits,1
795,Dairy,1
799,Chicken,1
800,Dairy,1
804,Fruits,1
805,Chicken,1
810,Bread,1
811,Salad,1
818,Fish,1
821,Chicken,1
823,Chicken,1
824,Bread,1
825,Salad,1
829,Dairy,1
833,Fruits,1
840,Dairy,1
849,Pasta,1
852,Vegetables,1
854,Fish,1
862,Dairy,1
864,Soup,1
865,Fish,1
873,Rice,1
875,Bread,1
888,Salad,1
890,Chicken,1
891,Chicken,1
895,Pasta,1
897,Chicken,1
898,Fish,1
900,Dairy,1
901,Vegetables,1
903,Rice,1
905,Bread,1
910,Salad,1
916,Rice,1
918,Dairy,1
919,Soup,1
922,Soup,1
928,Bread,1
930,Chicken,1
931,Vegetables,1
933,Dairy,1
934,Salad,1
938,Vegetables,1
939,Rice,1
943,Bread,1
946,Vegetables,1
954,Rice,1
955,Soup,1
959,Pasta,1
961,Soup,1
967,Fruits,1
968,Rice,1
970,Fruits,1
971,Fish,1
972,Vegetables,1
979,Pasta,1
980,Chicken,1
985,Bread,1
988,Soup,1
989,Bread,1
990,Pasta,1
992,Salad,1
995,Rice,1
998,Fruits,1
999,Pasta,1
2,Soup,0
4,Fruits,0
5,Soup,0
8,Rice,0
10,Rice,0
12,Pasta,0
14,Bread,0
15,Salad,0
20,Pasta,0
21,Rice,0
24,Bread,0
26,Vegetables,0
27,Salad,0
32,Rice,0
38,Bread,0
42,Rice,0
44,Bread,0
48,Rice,0
51,Dairy,0
53,Fruits,0
54,Soup,0
57,Chicken,0
60,Pasta,0
62,Rice,0
68,Rice,0
75,Bread,0
76,Pasta,0
77,Rice,0
82,Vegetables,0
87,Salad,0
91,Vegetables,0
93,Salad,0
99,Bread,0
102,Rice,0
103,Bread,0
105,Rice,0
112,Chicken,0
117,Soup,0
118,Dairy,0
121,Vegetables,0
122,Fruits,0
123,Soup,0
124,Salad,0
127,Rice,0
130,Vegetables,0
139,Rice,0
140,Chicken,0
142,Soup,0
145,Rice,0
146,Chicken,0
147,Vegetables,0
155,Fruits,0
158,Bread,0
159,Pasta,0
169,Fruits,0
170,Fruits,0
171,Salad,0
176,Fish,0
177,Dairy,0
182,Soup,0
184,Salad,0
185,Soup,0
186,Pasta,0
192,Vegetables,0
196,Fish,0
198,Bread,0
201,Soup,0
204,Fish,0
209,Fish,0
212,Salad,0
213,Fruits,0
218,Fish,0
219,Fish,0
222,Vegetables,0
231,Rice,0
235,Dairy,0
238,Vegetables,0
242,Soup,0
244,Soup,0
247,Fish,0
248,Vegetables,0
249,Salad,0
255,Dairy,0
259,Rice,0
263,Salad,0
264,Bread,0
266,Soup,0
267,Soup,0
268,Fish,0
270,Pasta,0
274,Salad,0
276,Fruits,0
280,Pasta,0
283,Dairy,0
286,Pasta,0
288,Bread,0
289,Vegetables,0
296,Dairy,0
301,Rice,0
303,Fish,0
305,Soup,0
306,Salad,0
309,Chicken,0
311,Fish,0
313,Fruits,0
314,Fish,0
316,Salad,0
322,Chicken,0
328,Chicken,0
333,Salad,0
336,Dairy,0
337,Vegetables,0
339,Pasta,0
341,Vegetables,0
343,Bread,0
344,Vegetables,0
346,Chicken,0
347,Chicken,0
348,Fish,0
350,Pasta,0
351,Bread,0
354,Pasta,0
357,Chicken,0
360,Chicken,0
361,Dairy,0
362,Chicken,0
363,Bread,0
366,Chicken,0
368,Salad,0
369,Fruits,0
370,Fruits,0
372,Pasta,0
375,Vegetables,0
376,Vegetables,0
377,Pasta,0
383,Vegetables,0
388,Soup,0
392,Soup,0
394,Fruits,0
402,Fish,0
409,Chicken,0
411,Soup,0
414,Vegetables,0
420,Soup,0
422,Soup,0
423,Fish,0
428,Dairy,0
429,Pasta,0
430,Dairy,0
431,Pasta,0
432,Dairy,0
434,Vegetables,0
436,Pasta,0
439,Fruits,0
440,Pasta,0
442,Fish,0
445,Pasta,0
449,Dairy,0
450,Bread,0
451,Fish,0
452,Vegetables,0
454,Pasta,0
455,Pasta,0
466,Rice,0
468,Fruits,0
470,Salad,0
471,Pasta,0
472,Salad,0
473,Chicken,0
477,Dairy,0
478,Soup,0
482,Salad,0
484,Bread,0
490,Salad,0
491,Fruits,0
497,Dairy,0
501,Chicken,0
503,Rice,0
506,Fruits,0
511,Salad,0
513,Fruits,0
514,Salad,0
516,Fish,0
519,Pasta,0
527,Dairy,0
530,Soup,0
533,Fruits,0
535,Fish,0
537,Salad,0
539,Vegetables,0
541,Vegetables,0
542,Bread,0
546,Pasta,0
547,Chicken,0
549,Rice,0
552,Dairy,0
561,Pasta,0
566,Fish,0
567,Bread,0
569,Fish,0
575,Pasta,0
576,Salad,0
578,Salad,0
581,Salad,0
583,Vegetables,0
584,Salad,0
587,Fruits,0
588,Dairy,0
591,Fruits,0
595,Salad,0
604,Pasta,0
605,Vegetables,0
607,Vegetables,0
613,Bread,0
617,Soup,0
618,Soup,0
620,Chicken,0
621,Soup,0
628,Fish,0
630,Bread,0
631,Pasta,0
638,Rice,0
642,Chicken,0
645,Soup,0
646,Fruits,0
649,Dairy,0
653,Soup,0
656,Bread,0
658,Vegetables,0
659,Salad,0
661,Bread,0
666,Vegetables,0
667,Soup,0
678,Pasta,0
679,Bread,0
688,Salad,0
691,Rice,0
693,Chicken,0
698,Rice,0
700,Dairy,0
702,Bread,0
704,Chicken,0
706,Dairy,0
709,Chicken,0
710,Chicken,0
711,Pasta,0
712,Pasta,0
718,Vegetables,0
719,Pasta,0
724,Dairy,0
726,Soup,0
729,Rice,0
736,Fruits,0
737,Fish,0
740,Salad,0
742,Dairy,0
745,Fruits,0
750,Bread,0
752,Soup,0
753,Fruits,0
754,Dairy,0
758,Rice,0
759,Chicken,0
760,Dairy,0
761,Dairy,0
768,Soup,0
770,Dairy,0
772,Salad,0
773,Fish,0
774,Dairy,0
776,Chicken,0
779,Bread,0
780,Dairy,0
781,Bread,0
783,Rice,0
785,Bread,0
789,Chicken,0
793,Fruits,0
796,Pasta,0
802,Soup,0
803,Chicken,0
808,Dairy,0
809,Dairy,0
814,Bread,0
815,Pasta,0
816,Fruits,0
817,Rice,0
827,Salad,0
830,Vegetables,0
831,Pasta,0
834,Pasta,0
835,Vegetables,0
838,Bread,0
841,Chicken,0
842,Bread,0
843,Fruits,0
845,Bread,0
846,Salad,0
847,Pasta,0
848,Dairy,0
850,Dairy,0
856,Rice,0
857,Pasta,0
858,Fruits,0
859,Pasta,0
860,Fish,0
863,Fruits,0
867,Soup,0
868,Soup,0
869,Fish,0
871,Chicken,0
872,Vegetables,0
874,Bread,0
876,Salad,0
878,Rice,0
880,Soup,0
881,Dairy,0
883,Bread,0
884,Chicken,0
885,Rice,0
887,Soup,0
889,Soup,0
894,Pasta,0
899,Pasta,0
907,Chicken,0
908,Rice,0
914,Chicken,0
923,Fruits,0
927,Fruits,0
936,Chicken,0
941,Fish,0
942,Rice,0
944,Vegetables,0
948,Fruits,0
953,Soup,0
956,Chicken,0
957,Fish,0
960,Fish,0
963,Fish,0
965,Dairy,0
966,Dairy,0
974,Chicken,0
975,Fish,0
976,Vegetables,0
978,Dairy,0
982,Soup,0
983,Fruits,0
986,Rice,0
987,Dairy,0
993,Soup,0
994,Salad,0
996,Fish,0
1000,Salad,0
